0,0,0,0,0,0,0,0,0,0,0,0,0,11,282,320,364,411,461,513,566,615,659,695,719,726,719,697,662,618,568,517,464,414,366,323,284,26,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,320,363,411,462,516,568,619,663,700,723,731,724,702,666,621,572,518,466,414,366,322,283,2,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,319,363,411,464,517,571,622,667,704,728,737,728,706,671,625,574,520,466,415,366,321,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,318,362,411,465,518,574,625,672,708,733,741,733,711,674,628,577,522,467,415,365,320,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,316,362,412,464,521,575,629,675,713,737,746,738,715,678,631,579,524,468,415,364,319,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,315,361,411,466,521,578,632,679,717,742,750,743,719,681,635,581,526,468,415,364,318,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,314,360,411,466,523,580,635,682,721,746,755,747,723,686,637,584,526,470,414,363,317,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,313,360,411,466,524,582,638,686,725,750,759,752,727,689,640,586,527,470,414,362,316,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,312,358,411,466,526,584,640,689,729,755,764,755,731,692,644,587,529,470,413,362,315,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,311,358,410,466,527,586,642,693,733,759,768,759,735,696,646,589,530,470,413,361,313,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,309,357,409,467,527,588,645,696,737,762,772,764,739,699,648,591,531,470,413,360,312,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,308,356,409,467,527,590,647,699,740,767,776,768,742,702,651,593,532,470,412,359,311,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
